stim_category,item1,item2,avg_dist
stims_spo,bas1,sub5,0.45375862095986935
stims_spo,bas1,sup1,0.6016815617969454
stims_spo,bas1,sup2,0.5745557592722631
stims_spo,bas1,sup3,0.6441271647936616
stims_spo,bas1,sup4,0.6171578373168308
stims_spo,bas1,sup5,0.6114460291765645
stims_spo,bas1,sup6,0.561647542226925
stims_spo,bas2,bas3,0.4471029460282156
stims_spo,bas2,bas4,0.4323337660027361
stims_spo,bas2,sub1,0.48015807972541524
stims_spo,bas2,sub2,0.48305388700938495
stims_spo,bas2,sub3,0.501878381428649
stims_spo,bas2,sub4,0.48238765309990556
stims_spo,bas2,sub5,0.4503439979402852
stims_spo,bas2,sup1,0.620943396457744
stims_spo,bas2,sup2,0.5781906917641992
stims_spo,bas2,sup3,0.6566343514707358
stims_spo,bas2,sup4,0.6206203340413461
stims_spo,bas2,sup5,0.6338332787556571
stims_spo,bas2,sup6,0.6025422822560639
stims_spo,bas3,bas4,0.3892932478690631
stims_spo,bas3,sub1,0.5044566536348143
stims_spo,bas3,sub2,0.4930403881650497
stims_spo,bas3,sub3,0.4953431492427454
stims_spo,bas3,sub4,0.49282314589148324
stims_spo,bas3,sub5,0.4846686875157201
stims_spo,bas3,sup1,0.4786925646201859
stims_spo,bas3,sup2,0.5128920347158668
stims_spo,bas3,sup3,0.6304822750823603
stims_spo,bas3,sup4,0.659878153608079
stims_spo,bas3,sup5,0.5853597016392871
stims_spo,bas3,sup6,0.5657851009474987
stims_spo,bas4,sub1,0.5443692228262182
stims_spo,bas4,sub2,0.523582890774822
stims_spo,bas4,sub3,0.5138014365223281
stims_spo,bas4,sub4,0.5474705101212396
stims_spo,bas4,sub5,0.5194276097193306
stims_spo,bas4,sup1,0.5887126722503666
stims_spo,bas4,sup2,0.5732074631411406
stims_spo,bas4,sup3,0.5851348265015544
stims_spo,bas4,sup4,0.4604699334906528
stims_spo,bas4,sup5,0.6064886715700037
stims_spo,bas4,sup6,0.5859052704560568
stims_spo,sub1,sub2,0.20721796604597045
stims_spo,sub1,sub3,0.20982982422059376
stims_spo,sub1,sub4,0.20102514730610854
stims_spo,sub1,sub5,0.18126358444709928
stims_spo,sub1,sup1,0.6682201748692446
stims_spo,sub1,sup2,0.6179507072637704
stims_spo,sub1,sup3,0.720200027154631
stims_spo,sub1,sup4,0.6788934936004595
stims_spo,sub1,sup5,0.7175174051973159
stims_spo,sub1,sup6,0.6300920877808847
stims_spo,sub2,sub3,0.2311711417780505
stims_spo,sub2,sub4,0.2016964479244823
stims_spo,sub2,sub5,0.18243894611658143
stims_spo,sub2,sup1,0.6680414985106186
stims_spo,sub2,sup2,0.6192468020518435
stims_spo,sub2,sup3,0.7069728464918918
stims_spo,sub2,sup4,0.6786464628549344
stims_spo,sub2,sup5,0.7001891763846134
stims_spo,sub2,sup6,0.6245457690049029
stims_spo,sub3,sub4,0.23566084495438147
stims_spo,sub3,sub5,0.22234762128569693
stims_spo,sub3,sup1,0.6613181139945107
stims_spo,sub3,sup2,0.6222446985073693
stims_spo,sub3,sup3,0.7093513834908017
stims_spo,sub3,sup4,0.6741535697463392
stims_spo,sub3,sup5,0.6937887885299959
stims_spo,sub3,sup6,0.6062933281663954
stims_spo,sub4,sub5,0.1872137115988023
stims_spo,sub4,sup1,0.6737537447763006
stims_spo,sub4,sup2,0.6498910371001271
stims_spo,sub4,sup3,0.7372161006174063
stims_spo,sub4,sup4,0.7070024405084685
stims_spo,sub4,sup5,0.7380165373074311
stims_spo,sub4,sup6,0.6556916734760008
stims_spo,sub5,sup1,0.6606862177889131
stims_spo,sub5,sup2,0.6308048328868185
stims_spo,sub5,sup3,0.6991840215905961
stims_spo,sub5,sup4,0.6611978449336545
stims_spo,sub5,sup5,0.7023064888073267
stims_spo,sub5,sup6,0.616612686646709
stims_spo,sup1,sup2,0.4048069613158275
stims_spo,sup1,sup3,0.48905915125662186
stims_spo,sup1,sup4,0.43480292717481667
stims_spo,sup1,sup5,0.33324839131856965
stims_spo,sup1,sup6,0.5328966893878829
stims_spo,sup2,sup3,0.46311196710307684
stims_spo,sup2,sup4,0.521348804805778
stims_spo,sup2,sup5,0.39364974988721224
stims_spo,sup2,sup6,0.4984434944612111
stims_spo,sup3,sup4,0.4338705991391104
stims_spo,sup3,sup5,0.49218769333770906
stims_spo,sup3,sup6,0.4928516423612865
stims_spo,sup4,sup5,0.45074015361975245
stims_spo,sup4,sup6,0.5792781031240339
stims_spo,sup5,sup6,0.450528448761976
stims_sta,bas1,bas2,0.48869531738441424
stims_sta,bas1,bas3,0.3189873264078074
stims_sta,bas1,bas4,0.27371431243998834
stims_sta,bas1,sub1,0.4791153696347
stims_sta,bas1,sub2,0.4699435375418308
stims_sta,bas1,sub3,0.4810472568694344
stims_sta,bas1,sub4,0.4548078857709453
stims_sta,bas1,sub5,0.4865556407417782
stims_sta,bas1,sup1,0.6468901182322976
stims_sta,bas1,sup2,0.6190968363839219
stims_sta,bas1,sup3,0.6378143287287777
stims_sta,bas1,sup4,0.6253668994298918
stims_sta,bas1,sup5,0.6276739762668626
stims_sta,bas1,sup6,0.6077743333285117
stims_sta,bas2,bas3,0.460956560632805
stims_sta,bas2,bas4,0.5365250799391476
stims_sta,bas2,sub1,0.4352170527671434
stims_sta,bas2,sub2,0.46077208466829134
stims_sta,bas2,sub3,0.3849776573980137
stims_sta,bas2,sub4,0.43934455055240546
stims_sta,bas2,sub5,0.4173691473507562
stims_sta,bas2,sup1,0.4985181566040965
stims_sta,bas2,sup2,0.6639078060271147
stims_sta,bas2,sup3,0.6282850104681851
stims_sta,bas2,sup4,0.5715192045528883
stims_sta,bas2,sup5,0.601396473073257
stims_sta,bas2,sup6,0.48587879978938686
stims_sta,bas3,bas4,0.3272310229201784
stims_sta,bas3,sub1,0.4004764156480398
stims_sta,bas3,sub2,0.36516925835485614
stims_sta,bas3,sub3,0.38426564405767233
stims_sta,bas3,sub4,0.4220984525247931
stims_sta,bas3,sub5,0.43566047916059636
stims_sta,bas3,sup1,0.6626127158250168
stims_sta,bas3,sup2,0.6666223151135665
stims_sta,bas3,sup3,0.6330100883942698
stims_sta,bas3,sup4,0.5864004320968014
stims_sta,bas3,sup5,0.5900280639395294
stims_sta,bas3,sup6,0.6524459070691474
stims_sta,bas4,sub1,0.4930817950274771
stims_sta,bas4,sub2,0.46842812573508164
stims_sta,bas4,sub3,0.4580215223974906
stims_sta,bas4,sub4,0.48475556319626784
stims_sta,bas4,sub5,0.535511016310293
stims_sta,bas4,sup1,0.6327300005140664
stims_sta,bas4,sup2,0.6222314064961714
stims_sta,bas4,sup3,0.6163266956102746
stims_sta,bas4,sup4,0.6166783946642972
stims_sta,bas4,sup5,0.6120383153527799
stims_sta,bas4,sup6,0.6078663321679302
stims_sta,sub1,sub2,0.29579906265548933
stims_sta,sub1,sub3,0.2828712437661423
stims_sta,sub1,sub4,0.21438945266809653
stims_sta,sub1,sub5,0.21962108669743727
stims_sta,sub1,sup1,0.6388867765981014
stims_sta,sub1,sup2,0.7053147050420336
stims_sta,sub1,sup3,0.6732632916128417
stims_sta,sub1,sup4,0.6659517080448215
stims_sta,sub1,sup5,0.6565447274277658
stims_sta,sub1,sup6,0.6327948255696874
stims_sta,sub2,sub3,0.21391056533425892
stims_sta,sub2,sub4,0.24561592731550447
stims_sta,sub2,sub5,0.2787496209402602
stims_sta,sub2,sup1,0.6584918261243673
stims_sta,sub2,sup2,0.70894747249415635
stims_sta,sub2,sup3,0.6778754466845113
stims_sta,sub2,sup4,0.6758453239116532
stims_sta,sub2,sup5,0.686121958498412
stims_sta,sub2,sup6,0.6648216530830756
stims_sta,sub3,sub4,0.26813223963437927
stims_sta,sub3,sub5,0.30405716015626405
stims_sta,sub3,sup1,0.5887946654222357
stims_sta,sub3,sup2,0.6867922231130602
stims_sta,sub3,sup3,0.6509230309333223
stims_sta,sub3,sup4,0.6394572705473244
stims_sta,sub3,sup5,0.6506886043758827
stims_sta,sub3,sup6,0.6056018508259653
stims_sta,sub4,sub5,0.2772318230249879
stims_sta,sub4,sup1,0.6131970249097776
stims_sta,sub4,sup2,0.6723609357369102
stims_sta,sub4,sup3,0.6492125651265492
stims_sta,sub4,sup4,0.6731415478519885
stims_sta,sub4,sup5,0.6637171445872994
stims_sta,sub4,sup6,0.6019747896357143
stims_sta,sub5,sup1,0.6648807541828996
stims_sta,sub5,sup2,0.7475175302929237
stims_sta,sub5,sup3,0.7012038816885987
stims_sta,sub5,sup4,0.6776641840212608
stims_sta,sub5,sup5,0.6850572107555998
stims_sta,sub5,sup6,0.6471745552216807
stims_sta,sup1,sup2,0.48811354987516087
stims_sta,sup1,sup3,0.4644192198395765
stims_sta,sup1,sup4,0.4998185687474347
stims_sta,sup1,sup5,0.5378809729489615
stims_sta,sup1,sup6,0.3652646325989208
stims_sta,sup2,sup3,0.44034358438106475
stims_sta,sup2,sup4,0.4144681875130639
stims_sta,sup2,sup5,0.48688511293407033
stims_sta,sup2,sup6,0.4902947126432067
stims_sta,sup3,sup4,0.4430212696018154
stims_sta,sup3,sup5,0.33796793998435726
stims_sta,sup3,sup6,0.4699107672711714
stims_sta,sup4,sup5,0.40046176444991305
stims_sta,sup4,sup6,0.5326529043588446
stims_sta,sup5,sup6,0.5137541170933462
stims_veg,bas1,bas2,0.37250014194972125
stims_veg,bas1,bas3,0.19641998424243778
stims_veg,bas1,bas4,0.3369518977390532
stims_veg,bas1,sub1,0.41094438741283146
stims_veg,bas1,sub2,0.42223719171036544
stims_veg,bas1,sub3,0.4478714454470218
stims_veg,bas1,sub4,0.40608423394058724
stims_veg,bas1,sub5,0.40825473850504845
stims_veg,bas1,sup1,0.6569076730835365
stims_veg,bas1,sup2,0.5486610774620834
stims_veg,bas1,sup3,0.6128799613463782
stims_veg,bas1,sup4,0.6350927991037573
stims_veg,bas1,sup5,0.6188452564220535
stims_veg,bas1,sup6,0.6595960314268763
stims_veg,bas2,bas3,0.403291960085526
stims_veg,bas2,bas4,0.21541407467724455
stims_veg,bas2,sub1,0.40434832256416353
stims_veg,bas2,sub2,0.431470814183694
stims_veg,bas2,sub3,0.41698365686819366
stims_veg,bas2,sub4,0.4145462852124967
stims_veg,bas2,sub5,0.40716533535262805
stims_veg,bas2,sup1,0.6493011191337766
stims_veg,bas2,sup2,0.638112802457444
stims_veg,bas2,sup3,0.5925144663020846
stims_veg,bas2,sup4,0.6683237333776085
stims_veg,bas2,sup5,0.6444194138209565
stims_veg,bas2,sup6,0.7179534442764142
stims_veg,bas3,bas4,0.32450501437719453
stims_veg,bas3,sub1,0.39722700360794805
stims_veg,bas3,sub2,0.418182895601122
stims_veg,bas3,sub3,0.43929140499471186
stims_veg,bas3,sub4,0.37923115650227723
stims_veg,bas3,sub5,0.3936179120122689
stims_veg,bas3,sup1,0.6657356677934785
stims_veg,bas3,sup2,0.567249801648066
stims_veg,bas3,sup3,0.6114672471807338
stims_veg,bas3,sup4,0.6486582154997387
stims_veg,bas3,sup5,0.6728433561757136
stims_veg,bas3,sup6,0.685213485456648
stims_veg,bas4,sub1,0.38236427137687135
stims_veg,bas4,sub2,0.42983342461746216
stims_veg,bas4,sub3,0.4343252542817911
stims_veg,bas4,sub4,0.4100869691792208
stims_veg,bas4,sub5,0.36728780613537
stims_veg,bas4,sup1,0.6517166382422902
stims_veg,bas4,sup2,0.5977174405625797
stims_veg,bas4,sup3,0.5556170483281901
stims_veg,bas4,sup4,0.6455089913341615
stims_veg,bas4,sup5,0.6456550248400061
stims_veg,bas4,sup6,0.6848088386754067
stims_veg,sub1,sub2,0.2055367869835613
stims_veg,sub1,sub3,0.2390396982292392
stims_veg,sub1,sub4,0.21886665049451798
stims_veg,sub1,sub5,0.2614737816913086
stims_veg,sub1,sup1,0.6686517785244066
stims_veg,sub1,sup2,0.6678204145615961
stims_veg,sub1,sup3,0.6568404046624414
stims_veg,sub1,sup4,0.6284964176291157
stims_veg,sub1,sup5,0.7231014041140779
stims_veg,sub1,sup6,0.6913542989337286
stims_veg,sub2,sub3,0.22357434592409425
stims_veg,sub2,sub4,0.1989119745525941
stims_veg,sub2,sub5,0.23076626847025128
stims_veg,sub2,sup1,0.6301078908666992
stims_veg,sub2,sup2,0.6504806845376174
stims_veg,sub2,sup3,0.652708852999981
stims_veg,sub2,sup4,0.6014761448206519
stims_veg,sub2,sup5,0.7162816121735143
stims_veg,sub2,sup6,0.658022057829395
stims_veg,sub3,sub4,0.23428655381737665
stims_veg,sub3,sub5,0.25336721871848544
stims_veg,sub3,sup1,0.626562410965843
stims_veg,sub3,sup2,0.6324929906372353
stims_veg,sub3,sup3,0.6686670557314838
stims_veg,sub3,sup4,0.626323614310655
stims_veg,sub3,sup5,0.6805899698869159
stims_veg,sub3,sup6,0.6568943644774262
stims_veg,sub4,sub5,0.23940414340014585
stims_veg,sub4,sup1,0.6744722563431451
stims_veg,sub4,sup2,0.6746752598244856
stims_veg,sub4,sup3,0.6730337350189605
stims_veg,sub4,sup4,0.6306591349404408
stims_veg,sub4,sup5,0.7310030936605323
stims_veg,sub4,sup6,0.704189390686956
stims_veg,sub5,sup1,0.643474737959233
stims_veg,sub5,sup2,0.6583684154276844
stims_veg,sub5,sup3,0.6690646443005858
stims_veg,sub5,sup4,0.6215637710474895
stims_veg,sub5,sup5,0.7209194262465602
stims_veg,sub5,sup6,0.6805922763658904
stims_veg,sup1,sup2,0.4934520935230435
stims_veg,sup1,sup3,0.5836021472437312
stims_veg,sup1,sup4,0.4323972722438334
stims_veg,sup1,sup5,0.5670802799368428
stims_veg,sup1,sup6,0.5230567498864096
stims_veg,sup2,sup3,0.5405571724343099
stims_veg,sup2,sup4,0.5091638635802551
stims_veg,sup2,sup5,0.48638867185876605
stims_veg,sup2,sup6,0.49919815314380656
stims_veg,sup3,sup4,0.5415776373870169
stims_veg,sup3,sup5,0.42965855080042137
stims_veg,sup3,sup6,0.4854112847480298
stims_veg,sup4,sup5,0.5269114426811493
stims_veg,sup4,sup6,0.4526697896105774
stims_veg,sup5,sup6,0.4377873422561057
stims_veh,bas1,bas2,0.3468060833383778
stims_veh,bas1,bas3,0.22340779843428668
stims_veh,bas1,bas4,0.24031825365078438
stims_veh,bas1,sub1,0.4707865357175581
stims_veh,bas1,sub2,0.41334983039075623
stims_veh,bas1,sub3,0.4556963581203071
stims_veh,bas1,sub4,0.4441311895737671
stims_veh,bas1,sub5,0.4554189699374136
stims_veh,bas1,sup1,0.6178609984673759
stims_veh,bas1,sup2,0.5866655941626291
stims_veh,bas1,sup3,0.5982827982057228
stims_veh,bas1,sup4,0.6145707848539415
stims_veh,bas1,sup5,0.6010795557121877
stims_veh,bas1,sup6,0.609604738269111
stims_veh,bas2,bas3,0.35785235106566277
stims_veh,bas2,bas4,0.36414669100767794
stims_veh,bas2,sub1,0.48938023636468064
stims_veh,bas2,sub2,0.45489278701788766
stims_veh,bas2,sub3,0.48352172558952616
stims_veh,bas2,sub4,0.4492087794446175
stims_veh,bas2,sub5,0.4380422199198567
stims_veh,bas2,sup1,0.525597801552433
stims_veh,bas2,sup2,0.5894666934316343
stims_veh,bas2,sup3,0.47835285494951807
stims_veh,bas2,sup4,0.607650776197117
stims_veh,bas2,sup5,0.6275130302552459
stims_veh,bas2,sup6,0.590538990096997
stims_veh,bas3,bas4,0.2766862952146157
stims_veh,bas3,sub1,0.45045695216275994
stims_veh,bas3,sub2,0.3908830033358185
stims_veh,bas3,sub3,0.46397691305486416
stims_veh,bas3,sub4,0.4223024971625186
stims_veh,bas3,sub5,0.42891096003260826
stims_veh,bas3,sup1,0.6567157909491602
stims_veh,bas3,sup2,0.6001296161484678
stims_veh,bas3,sup3,0.6208123797593718
stims_veh,bas3,sup4,0.6350438281882166
stims_veh,bas3,sup5,0.6053550981349728
stims_veh,bas3,sup6,0.6887274170919351
stims_veh,bas4,sub1,0.43116298538338343
stims_veh,bas4,sub2,0.40730678867572206
stims_veh,bas4,sub3,0.42980038330285525
stims_veh,bas4,sub4,0.44666897698359326
stims_veh,bas4,sub5,0.43596004209118144
stims_veh,bas4,sup1,0.6217525162026992
stims_veh,bas4,sup2,0.6311498001628272
stims_veh,bas4,sup3,0.595193884927902
stims_veh,bas4,sup4,0.6591564350964523
stims_veh,bas4,sup5,0.6383552420360257
stims_veh,bas4,sup6,0.6649708428964979
stims_veh,sub1,sub2,0.1900417056036727
stims_veh,sub1,sub3,0.21964959317464153
stims_veh,sub1,sub4,0.20145270731509968
stims_veh,sub1,sub5,0.2190158671115602
stims_veh,sub1,sup1,0.6277948022831241
stims_veh,sub1,sup2,0.6599684238158362
stims_veh,sub1,sup3,0.6229226160468119
stims_veh,sub1,sup4,0.6652608886205901
stims_veh,sub1,sup5,0.6805347698172979
stims_veh,sub1,sup6,0.6260751434736875
stims_veh,sub2,sub3,0.20119657080412187
stims_veh,sub2,sub4,0.2048038611652914
stims_veh,sub2,sub5,0.21052010816366826
stims_veh,sub2,sup1,0.6365027343204328
stims_veh,sub2,sup2,0.6535630543849009
stims_veh,sub2,sup3,0.6364807450551107
stims_veh,sub2,sup4,0.6620678530663042
stims_veh,sub2,sup5,0.6802995104784842
stims_veh,sub2,sup6,0.630455532398731
stims_veh,sub3,sub4,0.20277774752257732
stims_veh,sub3,sub5,0.2280902788134783
stims_veh,sub3,sup1,0.6511921684045007
stims_veh,sub3,sup2,0.6896486767138515
stims_veh,sub3,sup3,0.6608876959553793
stims_veh,sub3,sup4,0.695655738963781
stims_veh,sub3,sup5,0.6900871693224322
stims_veh,sub3,sup6,0.6464921559109972
stims_veh,sub4,sub5,0.217586917607663
stims_veh,sub4,sup1,0.6451977220757585
stims_veh,sub4,sup2,0.6714043650047209
stims_veh,sub4,sup3,0.6368078363709778
stims_veh,sub4,sup4,0.6836644159215457
stims_veh,sub4,sup5,0.6974241243047532
stims_veh,sub4,sup6,0.6611548226356365
stims_veh,sub5,sup1,0.6363728438184559
stims_veh,sub5,sup2,0.6900965029304668
stims_veh,sub5,sup3,0.6665917803379533
stims_veh,sub5,sup4,0.7043246986092436
stims_veh,sub5,sup5,0.69385183117277
stims_veh,sub5,sup6,0.6727654319693928
stims_veh,sup1,sup2,0.5604316905485781
stims_veh,sup1,sup3,0.45801287575377336
stims_veh,sup1,sup4,0.5518543288670527
stims_veh,sup1,sup5,0.5522594488777532
stims_veh,sup1,sup6,0.3798806943381486
stims_veh,sup2,sup3,0.6541963244436473
stims_veh,sup2,sup4,0.18145359669348024
stims_veh,sup2,sup5,0.47801297185049696
stims_veh,sup2,sup6,0.576546227980115
stims_veh,sup3,sup4,0.6438796330926562
stims_veh,sup3,sup5,0.5646760259249533
stims_veh,sup3,sup6,0.4765871284421502
stims_veh,sup4,sup5,0.4586588928861109
stims_veh,sup4,sup6,0.5574806460987621
stims_veh,sup5,sup6,0.5094291504989343
